"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.722346910E0,1.569584012E-1,-7.033610344E-2,3.361320496E-2
1.732387150E0,6.357379258E-3,-1.813006401E-2,3.837680817E-2
1.742427390E0,-9.622417390E-3,1.657533646E-2,7.174015045E-2
1.752467631E0,5.287388712E-2,4.972219467E-2,9.757995605E-2
1.762507871E0,9.082496166E-2,6.580233574E-2,8.689785004E-2
1.772578629E0,1.351310760E-1,8.042192459E-2,4.236984253E-2
1.782618869E0,1.410484165E-1,5.385279655E-2,1.265621185E-2
1.792659109E0,9.402364492E-2,3.218150139E-2,7.478713989E-3
1.802699350E0,3.389239311E-2,5.161285400E-3,7.523536682E-3
1.812739590E0,-5.556231737E-2,-1.446080208E-2,-1.152801514E-2
1.822779831E0,-1.056625769E-1,-1.289391518E-2,-5.459403992E-2
1.832820071E0,-5.142120272E-2,9.149551392E-3,-9.312534332E-2
1.842860311E0,3.710248321E-2,3.803896904E-2,-6.470012665E-2
1.852931069E0,8.852396905E-2,2.635741234E-2,2.121257782E-2
1.862971309E0,4.923661798E-2,-9.579658508E-4,4.752731323E-2
1.873011549E0,3.883159161E-2,5.262136459E-3,4.034233093E-2
1.883051789E0,-1.369415969E-2,-2.938055992E-2,8.581924438E-2
1.893092031E0,-2.165922523E-2,-3.107762337E-2,1.695051193E-1
1.903132271E0,-2.115543932E-2,-5.040621758E-2,1.716222763E-1
1.913172511E0,3.422245383E-3,-6.819009781E-2,8.258247375E-2
1.923243269E0,5.497984588E-2,-9.325623512E-2,-8.257007599E-2
1.933283509E0,1.274849474E-1,-8.649611473E-2,-7.622528076E-2
1.943323749E0,1.036851481E-1,-8.358740807E-2,1.122579575E-1
1.953363989E0,6.527567655E-2,-7.354903221E-2,2.097244263E-1
1.963404230E0,5.897926539E-2,-7.458782196E-2,7.938957214E-2
1.973444471E0,1.103738248E-1,-5.323457718E-2,-1.709976196E-1
1.983484711E0,7.879444212E-2,2.065348625E-2,-3.735218048E-1
1.993555469E0,6.801687926E-2,6.988525391E-2,-3.817081451E-1
2.003595709E0,4.754670709E-2,1.105456352E-1,-2.478275299E-1
2.013635949E0,2.231893688E-2,1.525387764E-1,-2.924823761E-2
2.023676189E0,2.949757129E-2,1.779386997E-1,2.186927795E-1
2.033716430E0,5.050319433E-2,1.666746140E-1,3.730792999E-1
2.043756670E0,5.786593631E-2,1.089880466E-1,4.500379562E-1
2.053827428E0,7.207055390E-2,4.433560371E-2,3.702745438E-1
2.063867669E0,2.172093093E-2,-1.041579247E-2,2.272100449E-1
2.073907909E0,8.373267949E-3,-7.905960083E-3,6.441783905E-2
2.083948149E0,-7.962912321E-3,-2.788114548E-2,-8.418750763E-2
2.093988389E0,-1.682727039E-2,-6.396746635E-2,-1.607789993E-1
2.104028630E0,1.497061551E-2,-5.770874023E-2,-1.244525909E-1
2.114099387E0,5.850850046E-2,-3.608894348E-2,-4.907131195E-2
2.124139628E0,4.412235320E-2,-2.282881737E-2,2.624511719E-3
2.134179868E0,3.310502321E-2,-8.818864822E-3,-5.779266357E-4
2.144220109E0,5.360354483E-2,-1.319336891E-2,-2.273845673E-2
2.154260349E0,2.150292695E-2,-2.442097664E-2,-3.760051727E-2
2.164300589E0,1.936294138E-3,-8.739280701E-2,7.469367981E-2
2.174340830E0,3.419487923E-2,-1.500055790E-1,2.373800278E-1
2.184411587E0,-4.919724166E-2,-1.548838615E-1,1.625261307E-1
2.194451828E0,-1.816597581E-2,-1.595578194E-1,1.541166306E-1
2.204492068E0,-1.279085875E-1,-8.702301979E-2,-1.753139496E-2
2.214532308E0,9.173028171E-3,-3.639268875E-2,-1.539611816E-1
2.224572549E0,5.626181141E-2,3.683042526E-2,-2.781286240E-1
2.234612789E0,1.682078987E-1,7.657074928E-2,-3.011112213E-1
2.244653030E0,1.849257946E-1,5.467987061E-2,-8.153057098E-2
2.254723787E0,1.525848508E-1,7.111525536E-2,3.329277039E-2
2.264764028E0,6.591274589E-2,6.712603569E-2,2.202110291E-1
2.274804268E0,4.714222252E-2,6.340742111E-2,3.634986877E-1
2.284844508E0,-1.226387173E-2,5.912065506E-2,3.504304886E-1
2.294884748E0,-4.401372373E-2,8.266210556E-3,2.215919495E-1
2.304924989E0,-2.627401054E-2,-2.881145477E-2,3.695774078E-2
2.314965230E0,2.141177654E-2,-4.597330093E-2,-1.241264343E-1
2.325005470E0,5.477466807E-2,-6.584644318E-2,-1.224832535E-1
2.335076228E0,9.195195884E-2,-4.891967773E-2,-7.992744446E-2
2.345116468E0,1.352131665E-1,3.157615662E-3,-7.770729065E-2
2.355156708E0,1.625089049E-1,6.784844398E-2,-1.160459518E-1
2.365196948E0,1.263004690E-1,7.611584663E-2,-9.665298462E-2
2.375237188E0,8.590720594E-2,5.661368370E-2,1.157283783E-2
2.385277430E0,3.243605047E-2,2.541542053E-3,1.249380112E-1
2.395348187E0,-8.585236967E-3,-2.765297890E-2,1.832256317E-1
2.405388428E0,-8.702360094E-3,-5.444169044E-2,2.268047333E-1
2.415428668E0,1.504185051E-2,-3.529381752E-2,1.645526886E-1
2.425468908E0,5.566407740E-2,3.140211105E-3,4.188060760E-2
2.435509148E0,9.764511138E-2,3.923797607E-2,-1.076965332E-1
2.445549388E0,1.061293408E-1,6.058835983E-2,-1.999044418E-1
2.455620146E0,9.501513094E-2,5.621218681E-2,-2.273197174E-1
